golden_id,system,candidate,groundedness,correctness,tone,actionability,overall,rationale,parse_ok
52,nn,Hey! That's not cool. Can you DM us your account's email address? We'll take a look /M,5,2,4,3,2,"While the reply is grounded in the provided evidence and has a friendly tone, it is incorrect because it asks for an email address (which is not the next step in the reference reply) and fails to ask for the specific technical details (OS and version) required to diagnose the cross-device notificati",True
53,nn,"Hey there! We’re working on it, and we hope to have this podcast available for you /JP",1,1,3,1,1,"The candidate reply is completely irrelevant to the customer's feature suggestion, incorrectly promising a specific podcast availability instead of directing them to the community as the reference does.",True
54,nn,"Hey there, we've just replied to your DM. Check it out /SX",5,1,4,2,1,"The candidate reply is a copy-paste of an unrelated evidence snippet that falsely claims a DM was already sent, failing to address the customer's request for help or provide the necessary information gathering steps found in the reference.",True
55,nn,Hey there! Is this what you're looking for: Happy listening 🎧 /GN,5,1,4,1,1,"The candidate reply is a generic greeting that completely fails to address the customer's specific question about the Romania launch, whereas the reference and evidence provide relevant information about launch frequency and how to sign up.",True
56,nn,Hey Michelle! Can you DM us your account's email address or username? We'll check backstage /AR,5,5,5,5,5,"The candidate reply is an exact match to one of the provided evidence examples, correctly requesting the necessary account details to investigate the issue with an appropriate tone.",True
57,nn,Hey there! We’ll have it available to you as soon as it’s available to us. We have more info about this here: /CG,5,2,4,3,2,"While the reply is grounded in the provided evidence and maintains a friendly tone, it is incorrect because it promises availability of a specific content type ('mixtapes') that the reference reply indicates is not currently available or is handled differently, potentially misleading the customer.",True
58,nn,"Hmm. Are there any updates available for your operating system? If so, does updating help? Keep us in the loop /GU",5,2,4,3,2,"While the reply is grounded in the provided evidence and maintains a friendly tone, it is a poor response to the specific issue because it skips the necessary diagnostic steps (device, OS, version, screenshot) requested in the reference reply and jumps straight to a generic troubleshooting step that",True
59,nn,"Hi there! Just send it over, and we'd be happy to answer your question. /NQ",5,4,5,4,4,"The reply is grounded and friendly, but it is less specific than the reference because it does not explicitly ask for the email address, which is the concrete next step required to verify the account.",True
60,nn,Can you try opening the web player on a different browser or an incognito window? Tell us if that made a difference /JM,5,5,4,5,5,"The candidate reply is a direct match to the first piece of evidence, providing correct, actionable troubleshooting steps with a professional tone suitable for the platform.",True
61,nn,Hey Angela! The cavalry's here. Could you DM us your account's email address or username? We'll take a look under the hood /KB,5,2,5,4,3,"The reply is perfectly grounded in the provided evidence and has an excellent tone, but it is less effective than the reference reply because it requests private information (email/username) via DM instead of asking for the necessary technical details (device/OS/version) to diagnose the 'Loading..' ",True
62,nn,"Hi, sorry to hear that! Check out the steps under ""Downloads unexpectedly removed"" at They should help /GT",5,1,3,1,1,"The candidate reply is completely irrelevant to the customer's request for a payment method, instead addressing an unrelated issue about removed downloads.",True
63,nn,"Hey, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /RS",5,5,5,5,5,"The candidate reply is identical to the first piece of evidence provided, making it perfectly grounded, correct, and actionable for the support context.",True
64,nn,Hey Warren! Can you DM us your account's email address? We'll take a look under the hood /QI,5,5,5,5,5,"The candidate reply is an exact match to the first piece of evidence provided, correctly requesting the necessary account details to resolve the issue with an appropriate tone.",True
65,nn,Hey there! This doesn't sound good. What issues are you having and on what device? We'll see what we can suggest 🙂 /CG,5,2,5,2,2,"The reply is grounded and has a good tone, but it fails to address the specific complaint about the shuffle algorithm or provide the relevant feedback link mentioned in the reference, instead asking for generic troubleshooting details that do not resolve the core issue.",True
66,nn,Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /JM,5,1,5,1,1,"The candidate reply is a verbatim copy of an evidence snippet that assumes a DM has already been sent, which contradicts the current state where the agent still needs to request the customer's account details to begin the investigation.",True
67,nn,"1: Hey there! To grab the Spotify Student + Hulu bundle, just visit Then, select Activate Hulu and complete the...",5,1,2,1,1,"The candidate reply is completely irrelevant to the customer's question about a specific artist's availability, instead providing instructions for a student bundle activation.",True
68,nn,Hey there! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN,5,5,5,5,5,"The candidate reply is nearly identical to the reference and one of the evidence examples, correctly requesting the necessary account details to investigate the issue with an appropriate tone.",True
69,nn,Hey! We've just sent you a DM 🙂 /RV,5,1,5,1,1,"The candidate reply is a generic placeholder that fails to address the customer's specific security concern or request for verification, unlike the reference reply which asks for necessary details to investigate the potential phishing attempt.",True
70,nn,Can you try opening the web player on a different browser or an incognito window? Tell us if that made a difference /JM,5,2,4,4,2,"While the reply is grounded and actionable, it fails to address the specific context of a resolved system outage provided in the reference, making it a generic troubleshooting step that ignores the likely root cause.",True
71,nn,We hear you loud and clear Steph! Thanks for the feedback! It's music to our ears 🎶 /DF,5,4,5,2,4,"The reply is grounded in the provided evidence and matches the friendly tone, but it lacks the specific commitment to escalate the feedback found in the reference reply, making it slightly less actionable.",True
72,nn,"Hey! Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion 🙂 /CH",5,2,4,2,2,"The reply is grounded in the provided evidence and has a friendly tone, but it fails to provide the specific actionable link to vote for the feature request that the reference reply offers, making it less effective at advancing the customer's request.",True
73,nn,"Hi there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NQ",5,1,4,1,1,"The candidate reply is grounded in the provided evidence but fails to resolve the customer's specific request for a plan change, instead incorrectly treating it as a feature request without requesting the necessary account details to assist.",True
74,nn,Hey there! Here's all the information you need to know about the US student discount + Hulu bundle: /TB,5,1,3,1,1,"The candidate reply is completely irrelevant to the customer's request for a specific album cover, providing information about a student discount instead.",True
75,nn,Hey there! We've just sent a DM your way. Let's carry on chatting there /RA,5,2,5,4,2,"While the reply is grounded in the provided evidence and maintains a friendly tone, it fails to address the customer's specific complaint about missing content, making it an irrelevant and unhelpful response compared to the reference which provided context.",True
76,nn,Hey Lauren! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /TF,5,1,4,1,1,"The candidate reply is completely irrelevant to the customer's question about international travel, instead addressing a non-existent issue regarding content removal.",True
77,nn,Hey there! We've just sent a DM your way. Let's carry on chatting there /RA,5,1,5,1,1,"The candidate reply is a generic deflection to DMs that fails to address the specific artist identity issue, whereas the reference and evidence provide the correct solution (contacting the distributor).",True
78,nn,"Hey! This isn't possible right now, but you can show your support for the idea on our Community: /NQ",5,5,5,5,5,"The candidate reply matches the reference intent and uses a valid link from the evidence, providing a correct, friendly, and actionable response.",True
79,nn,Hey Jose! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN,5,5,5,5,5,"The candidate reply is identical to the first evidence item, correctly requests the necessary information to investigate the issue, and maintains a friendly, on-brand tone.",True
80,nn,Could you try reinstalling your browsers? We'll be right here for your reply /MT,5,1,4,2,1,"The reply is grounded in the provided evidence but is completely irrelevant to the customer's request to correct a typo in their bio, making it an incorrect and unhelpful response.",True
81,nn,Hey there! The cavalry's here. Can you DM us your account's email address or username? We'll take a look under the hood /KB,5,4,5,5,4,"The reply is grounded in the provided evidence and maintains a perfect on-brand tone with clear actionability, though it is slightly less specific than the reference reply which also requested a screenshot of the suspicious text.",True
82,nn,"Yup! If you have other questions, you know where to reach us /RA",5,1,4,1,1,The reply is a generic closing statement that completely fails to acknowledge the customer's specific feature request or provide the feedback acknowledgment present in the reference reply.,True
83,nn,Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there /PB,5,1,5,1,1,"The candidate reply is a copy-paste of an unrelated evidence snippet that falsely claims information was already sent, failing to address the customer's request for a billing review.",True
84,nn,"Hey Dennis! What device and Spotify version are you using? Also, are you in Offline Mode or are you online using WiFi or 3/4G? /BH",5,1,4,1,1,"The candidate reply is completely irrelevant to the customer's feature request, asking for technical troubleshooting details instead of acknowledging the feedback or directing them to the community as the reference does.",True
85,nn,Hey there! We're launching in new countries as often as possible. Be sure to add your email at /Q,5,5,5,5,5,"The candidate reply matches the provided evidence and reference perfectly, offering the correct information, a clear call to action, and an appropriate friendly tone.",True
86,nn,Hi there! You can now change your profile picture without needing to connect your Spotify and Facebook accounts: /MA,5,1,3,1,1,"The candidate reply is completely irrelevant to the customer's complaint about unread feedback and discount eligibility, failing to address the actual issue despite using a valid snippet from the evidence.",True
87,nn,"Thanks for the feedback! Daily Mix is based on your music taste, so we’d love to know how it’s doing. We'll let the right folks know /SU",5,1,4,2,1,"The candidate reply is irrelevant to the customer's specific request to block an artist, as it discusses Daily Mix feedback instead of addressing the feature request or directing them to the community as the reference did.",True
88,nn,"Hey there, that's not cool! Here's some more info about it: If you need anything else, just give us a shout /PX",5,1,2,1,1,"The candidate reply is factually grounded in the provided evidence but is completely irrelevant to the customer's feature request, failing to provide the correct link or guidance found in the reference reply.",True
89,nn,"Hey there! Spotify is for personal use, so only one device can play at a time on a single account. Hope this clears things up /NS",5,1,4,1,1,"The candidate reply is completely irrelevant to the customer's question about song availability, addressing a device limitation issue instead.",True
90,nn,Hey Sharon! Could you send us a DM with your account's email address or username? We'll take a look backstage /CH,5,5,5,5,5,"The candidate reply is an exact match to the first piece of evidence provided, correctly requesting the necessary account details to proceed with the request in a friendly and concise manner.",True
91,nn,"Awesome! We're glad you're enjoying it now. If you ever need us with anything else, know that we're always... 🙂 /AR",5,1,4,1,1,"The candidate reply is completely irrelevant to the customer's feature request, failing to acknowledge the idea or provide the suggested next step of submitting it to the Community.",True
92,nn,"Hi Tomas! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /MT",5,5,5,4,5,"The candidate reply is identical to the first piece of evidence provided and matches the intent and content of the reference reply perfectly, offering a polite and accurate response to the customer's inquiry.",True
93,nn,"Hi, we've just replied to your DM. We'll carry on chatting there /SY",5,5,5,4,5,"The candidate reply is an exact match to the first piece of evidence provided, correctly directing the customer to the DM channel where the specific troubleshooting steps (found in the reference) are being handled.",True
94,nn,Hey Leah! Can you DM us your account's email address? We'll check things backstage and see what we can do /RI,5,1,5,4,1,"The candidate reply is a verbatim copy of an unrelated evidence snippet (addressed to 'Leah' regarding a PlayStation issue) and completely fails to address the customer's specific question about playlist song changes, making it irrelevant and incorrect.",True
95,nn,"Hey Alexandra, help's here! Can you tell us what's happening exactly? We'll see what we can suggest /CH",5,1,4,1,1,"The candidate reply is a generic troubleshooting opener that completely fails to address the customer's specific question about the Beta program, making it irrelevant and unhelpful despite being grounded in the provided evidence snippets.",True
96,nn,Can you try removing then readding Spotify from the Sonos website? Just follow the steps here: /CM,5,1,3,1,1,"The candidate reply is completely irrelevant to the customer's request about music availability, instead providing troubleshooting steps for a Sonos connection issue.",True
97,nn,"Hey Cyril, help's here! You can find more info about Spotify on Xbox One here: /BX",5,1,4,2,1,"The candidate reply is completely irrelevant to the customer's complaint about loading issues, instead providing a link for Xbox One information which does not address the current problem.",True
98,nn,Hey Autumn! What kind of music are you into? We'll see what we can whip up 🙂 /TB,5,1,5,1,1,The candidate copy-pasted an irrelevant template response about music preferences instead of addressing the reported website outage and playlist access issue.,True
99,nn,Hmm. Can you check if you can still see them by logging in to your account with a different device? /DR,5,2,4,3,2,"While the reply is grounded in the provided evidence and maintains a polite tone, it fails to address the critical issue of the account identity change (username becoming numbers) and does not request the necessary contact information (email) to investigate, unlike the reference reply.",True
100,nn,"Hi Rebekah, help's here! Could you DM us your account's email address? We'll take a closer look /JQ",5,2,5,4,2,"While the reply is grounded in the provided evidence and has a good tone, it fails to address the customer's specific question about username policies, instead pivoting to a generic request for account details which does not resolve the immediate confusion.",True
101,nn,1: Hey! That's odd. Can you send over a screenshot of what you see when you follow the steps at /CB,5,1,5,4,1,"Although the reply is grounded in the provided evidence and has a good tone, it is incorrect because it addresses a technical UI issue rather than the security concern of an unknown device, which the reference indicates should be handled via Ticketmaster.",True
102,nn,Hey there! Is this the one you're looking for: /FR,5,2,4,3,2,"The reply is grounded in the provided evidence and has a friendly tone, but it fails to address the customer's specific question about the album's availability, instead offering a potentially irrelevant link.",True
103,nn,Hey! That doesn't sound good. Could you DM us your account's email address or username? We'll take a look backstage /AU,5,5,5,5,5,"The candidate reply is an exact match to the first piece of evidence provided, ensuring it is grounded, correct, and appropriately toned for the platform.",True
104,nn,Hey! We... 💚 /JP,5,1,5,1,1,"The candidate reply is an incomplete fragment ('Hey! We...') that fails to address the customer's feature request or provide any useful information, making it unusable despite being grounded in the provided evidence.",True
105,nn,"Hey Scotty, what platform/device are you using the app on? Give a reinstall a go: /C",5,1,4,2,1,"The candidate reply is completely irrelevant to the customer's question about content availability, instead addressing a technical app issue not mentioned in the prompt.",True
106,nn,"Hey, help's here! Could you DM us your email address or the link to your Facebook profile? We'll do some digging 🔍 /JQ",5,1,5,2,1,"The candidate reply is a generic request for account details that completely ignores the customer's specific question about switching billing cycles, failing to provide the necessary information or resolution.",True
107,nn,"We hear you, Luis! Your feedback has been noted and passed onto the team. You can also share your thoughts here: /CO",5,5,5,4,5,"The candidate reply is identical to the first piece of evidence, correctly addressing the customer's feature request with a polite acknowledgment and a link to provide further feedback, which aligns perfectly with the intent of the reference reply.",True
108,nn,"Hey, sorry to hear that! Check the steps under “Downloads unexpectedly removed” at They should help with this /MA",5,4,5,4,4,"The reply is grounded in the provided evidence and matches the brand's friendly tone, but it is slightly less effective than the reference because it directs the user to a generic help article rather than offering immediate manual investigation via DM.",True
109,nn,We suggest deleting the previous tweet since it contains private info. Could you DM us instead? We'll carry on helping you there 🙂 /BX,5,4,5,5,5,"The reply is a verbatim match to the provided evidence, correctly prioritizing privacy by moving the conversation to DMs, which is a standard and appropriate first step for account-specific issues on Twitter.",True
110,nn,Hey there! Can you DM us your account's email address and a screenshot of any error messages you're seeing? We'll take a look /RB,5,4,5,5,4,"The reply is grounded in the provided evidence and uses an appropriate, friendly tone with clear next steps, though it requests a screenshot which may be less relevant than the specific app name requested in the reference reply.",True
111,nn,Hey there! We'd suggest getting in touch with our Brands team at Hope this helps /RS,5,1,3,1,1,"The candidate reply is completely irrelevant to the customer's request about personal usage data and playlists, incorrectly directing them to the 'Brands team' instead of acknowledging the feature request or pointing to the community voting link as the reference did.",True
112,nn,Hey! We've just sent a DM your way. Let's carry on chatting there /RV,5,5,5,5,5,"The candidate reply is an exact match to the first piece of evidence provided, correctly directing the user to DMs as per the reference behavior, with appropriate tone and clarity.",True
113,nn,Thanks for the info. Can you try using a different device to see if it does the same thing? We'd also suggest restarting your device /NY,5,1,4,4,1,"The candidate reply is completely irrelevant to the customer's expression of gratitude, as it provides troubleshooting steps for a technical issue that has already been resolved.",True
114,nn,We've just sent you a DM 🙂 /NG,5,5,5,5,5,"The candidate reply is an exact match to one of the provided evidence options, correctly addressing the customer's request to move the conversation to DMs with appropriate tone and actionability.",True
115,nn,"Hmm, that's odd. Can you DM us a screenshot of what you're seeing on your end? We'll see what else we can suggest /SU",5,4,5,5,4,"The reply is perfectly grounded in the provided evidence and maintains an excellent tone, but it is slightly less specific than the reference reply which correctly identifies the likely context (family plan) and asks for account details rather than just a screenshot.",True
116,nn,Hey! We still don't have any info on this right now. Just continue keeping an eye out for any updates /RB,5,4,4,3,4,"The reply is fully grounded in the provided evidence and correctly conveys the lack of information, though it is slightly less empathetic and actionable than the reference reply.",True
117,nn,"Hey Dana, help's arrived! Could you send us a DM with your account's email address and username? We'll take a look backstage /RV",5,5,5,5,5,"The candidate reply is an exact match to one of the provided evidence examples, correctly requesting the necessary account details to investigate the issue with an appropriate tone.",True
118,nn,Hey Syd! We hope you share your idea here: Thanks for the awesome feedback 💚 /JQ,5,4,4,4,4,"The reply is grounded in the provided evidence and correctly directs the user to share their idea, though it uses a different name ('Syd') than the reference ('Kristina') and lacks the specific 'sleep timer' context found in the reference, making it slightly less precise but still functional.",True
119,nn,"Hey Cameron, help's here! You can change the audio quality by following: Let us know how it goes 😁 /ND",5,1,4,1,1,The candidate reply is a verbatim copy of an irrelevant evidence snippet that addresses a different user (Cameron) and fails to provide the specific troubleshooting steps or diagnostic questions (device/version) required by the reference reply to resolve the audio distortion issue.,True
120,nn,"Hey Alexi! If your school isn’t listed, you won’t be eligible. But, you can request for it to be added at /MX",5,1,3,1,1,"The candidate reply is completely irrelevant to the customer's complaint about a long ad, instead addressing an unrelated issue about school eligibility.",True
121,nn,"Hey Janos! We don't offer official support for the version of the app for Linux, but you can find help here: /RS",5,1,4,2,1,The candidate reply is factually grounded in the provided evidence but is completely incorrect for the customer's context (desktop app loading issue vs. Linux support) and fails to address the actual problem or ask for necessary diagnostic details.,True
122,nn,Hey! Sometimes content is unavailable due to licensing matters. More info about this here: /JS,5,5,5,4,5,"The candidate reply is nearly identical to the reference, correctly addressing the licensing issue with a helpful link, maintaining a friendly tone, and providing a concrete next step.",True
123,nn,Thanks. We'll get this reported. Great detective work! /MT,5,2,5,2,2,"While the tone is excellent and the text is grounded in the provided evidence, the reply is incorrect because it treats a general availability inquiry as a specific bug report, failing to provide the content information link or request the necessary details (URI/country) to actually help the custome",True
124,nn,"Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage 🙂 /CG",5,2,5,4,2,"The reply is grounded and friendly but fails to address the specific issue (account already identified as part of the plan) and ignores the reference's specific request for a screenshot, instead asking for redundant information.",True
125,nn,Can you DM us your account's username or email address? We'll take a look backstage /PL,5,4,5,5,4,"The reply is grounded in the provided evidence and offers a clear, actionable next step, though it is slightly less personalized and warm than the reference reply which acknowledged the specific DM interaction.",True
126,nn,Hi Lexi! Can you let us know the exact iOS and Spotify versions you're using? We'll see what we can suggest /PL,5,2,4,2,2,"The reply is grounded in the provided evidence and has a friendly tone, but it fails to address the customer's specific request for lyrics by asking for version numbers instead of providing the known solution (Musixmatch integration) found in the reference and other evidence.",True
127,nn,"Hey! Right now, we're afraid the Hulu bundle can't be combined with the Premium for Family plan. More info here: /NQ",5,1,4,2,1,"The candidate reply is grounded in the evidence but is incorrect because it assumes a specific issue (Hulu bundle) that the customer did not mention, whereas the reference reply correctly asks for clarification and account details to diagnose the problem.",True
128,nn,1: Hi there! We're afraid we don't have an app on the Apple Watch. We suggest checking out the official idea and add your vote...,5,5,5,5,5,"The candidate reply accurately reflects the evidence by stating there is no Apple Watch app and directing the user to the official idea page, matching the reference's intent and tone.",True
129,nn,Thanks for letting us know. Could you send us a DM with your account's email address or username? We'll take a look backstage /QI,5,1,5,2,1,"The candidate reply is a generic troubleshooting template that fails to address the specific policy question about gift cards, which the reference reply answers directly.",True
130,nn,"Hi! Can you let us know the artist of the track you're looking for? Also, what country is your Spotify account set to? We'll take a look /MC",5,1,4,1,1,"The candidate reply is completely irrelevant to the customer's question about a pricing promotion, instead asking for artist details unrelated to the issue.",True
131,nn,"Hey! You can access your artist profile with Spotify for Artists. If you don’t have access yet, request it at /CG",5,2,4,3,2,"While the reply is grounded in the provided evidence and has a friendly tone, it fails to correctly address the customer's specific request for playlist curation, which the reference indicates should be directed to Artist Services rather than general profile access.",True
132,nn,"Hi! Yes, don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /DR",5,4,5,4,4,"The reply is grounded in the provided evidence and maintains a friendly tone, but it is less effective than the reference because it asks for device details instead of the account identifier needed to actually investigate the login issue.",True
133,nn,"Hey there! We can help out in English via Twitter, but we also have Indonesian support via email at /GK",5,5,5,5,5,"The candidate reply is identical to the provided evidence and matches the intent of the reference reply, offering the correct support channels with appropriate tone and clarity.",True
134,nn,Hey! Is your Spotify misbehaving? What device are you using? We'll help out /CO,5,2,5,2,2,"The reply is grounded and has the correct tone, but it fails to address the specific payment issue by asking for device information instead of the account details required to investigate the transaction.",True
135,nn,You're welcome! Give us a shout if you have any other questions 😁 /RK,5,2,5,2,2,"The reply is grounded and has the correct tone, but it is contextually incorrect because the customer's message is a dismissal/insult rather than a request for help, and the reference indicates the issue was already resolved, making a generic 'you're welcome' and offer for further help less appropri",True
136,nn,1: Hey Ron! Our Curation team are independent so there's no formal submission process. /JX,5,1,3,1,1,"The candidate reply is completely irrelevant to the customer's complaint about playlist changes, addressing a non-existent submission process instead of investigating the issue as the reference reply does.",True
137,nn,1: We have Indonesian support via email at but we can also help in English via Twitter. If you'd like...,5,4,3,2,2,"The reply is grounded in the provided evidence but is incomplete (truncated), lacks a specific contact link, and fails to address the customer's specific login issue, making it insufficient for resolution.",True
138,nn,Hey! Is your Spotify misbehaving? What device are you using? We'll help out /CO,5,2,5,3,2,"While the reply is grounded and friendly, it fails to address the customer's specific request to move to DMs or provide the necessary account details (email) required to resolve the payment issue, making it less effective than the reference.",True
139,nn,"No worries, if you ever need anything else, just shout and we'll come running 🏃 /DF",5,1,5,1,1,"The candidate reply is a generic closing statement that completely fails to address the customer's specific question about live sessions, unlike the reference reply which acknowledges the request and promises to pass it along.",True
140,nn,"Hi, help's here! Could you DM us your account's username and email address? We'll take a look backstage /JQ",5,2,5,4,2,"While the tone and groundedness are perfect, the reply fails to address the specific technical issue (removed downloads) mentioned in the reference, instead defaulting to a generic request for account details which does not resolve the customer's immediate problem.",True
141,nn,"Hi! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /RB",5,2,4,2,2,"The reply is grounded in the provided evidence and has a friendly tone, but it fails to provide the specific workaround (Ctrl+A) found in the reference, instead offering a vague link that does not directly resolve the user's request for a method to combine playlists.",True
142,nn,"Hey there! We’re working on it, and we hope to have this podcast available for you /JP",5,1,4,1,1,"The candidate reply is grounded in the provided evidence but is factually incorrect for the customer's request, as it promises the podcast is being added rather than directing them to the submission resources as the reference reply does.",True
143,nn,Hey Phillip! Thanks for the nice idea. It's definitely something for the team to consider and we'll make sure it reaches them /BP,5,1,4,1,1,"The candidate reply is completely irrelevant to the customer's request to sign up for a family plan, treating it as a feature suggestion rather than a support inquiry, and fails to provide the necessary next steps found in the reference.",True
144,nn,"Hey there, we're here to help! Could you send us a DM with your account's email address and username? We'll take a look backstage /RV",5,5,5,5,5,"The candidate reply is an exact match to the first piece of evidence provided, ensuring it is grounded, correct, and perfectly aligned with the brand's tone and procedural requirements.",True
145,nn,Hmm. Can you check if you can still see them by logging in to your account with a different device? /DR,5,3,4,4,3,"The reply is grounded and actionable, but it deviates from the reference solution (requesting account details for investigation) by suggesting a troubleshooting step that may not resolve the issue or align with the brand's standard immediate response.",True
146,nn,Anytime! 🙂 /RH,5,1,5,1,1,The candidate reply is a generic closing phrase that completely ignores the customer's specific request about the #Reputation album and fails to provide the content information or link present in the reference reply.,True
147,nn,Hey Jakailyn! We've just sent you a bit more info over DM. We'll carry on helping out there /GN,5,5,5,5,5,"The candidate reply is an exact match to one of the provided evidence examples, correctly directing the customer to the DM channel where the specific account revert and refund details (from the reference) are being handled.",True
148,nn,"Hi Rosa, help's arrived! Could you DM us your account's username and email address? We'll do some digging 🔍 /JQ",5,5,5,5,5,"The candidate reply is an exact match to the provided evidence, correctly requests the necessary account details to investigate the billing issue, and maintains a friendly, on-brand tone.",True
149,nn,Hey Charlotte! That doesn't sound right. Can you DM us your account's email address or username? We'll take a look backstage /KM,5,5,5,5,5,"The candidate reply is an exact match to one of the provided evidence options, correctly addressing the billing issue with the appropriate tone and actionable next step.",True
150,nn,Hi there! We've just sent a DM your way. Let's carry on chatting there /AK,5,5,5,5,5,"The candidate reply is an exact match to one of the provided evidence options, correctly directing the user to DM for private account verification, which is the standard and safe procedure for handling billing inquiries on social media.",True
151,nn,"Hi Yolanda, we're here to help. Can you DM us your account's email address? We'll take a look /AC",5,5,5,5,5,"The candidate reply is identical to the first piece of evidence and aligns perfectly with the reference reply's intent to request account details for verification, making it accurate, grounded, and actionable.",True
152,nn,"Hey there! We don't have any info about it yet, but we're launching regularly in countries around the world: /MA",5,3,4,2,3,"The reply is grounded in the provided evidence and maintains a friendly tone, but it is less helpful than the reference because it fails to suggest listening to the singles while waiting for the full album.",True
153,nn,"Hey, that doesn't sound good! Did the app crash any time during the 30 minutes? That can cause the ad-free time to reset. Let us know /RV",5,5,5,4,5,"The candidate reply is nearly identical to the reference and evidence, correctly addressing the issue with appropriate tone and a clear next step.",True
154,nn,Hi Andrés! Could you send us a DM with your account's email address and username? We'll see what we can suggest /NJ,5,5,5,5,5,"The candidate reply is an exact match to the provided evidence, correctly requests the necessary account details to investigate the payment issue, and maintains a friendly, professional tone suitable for the platform.",True
155,nn,Got it! We can see how that’d be handy. It's definitely something for the team to consider and we'll make sure it reaches them //DF,5,1,4,1,1,"The candidate reply treats a technical bug report as a feature request, failing to ask for the necessary diagnostic information (Android/Spotify versions) required to resolve the issue, unlike the reference reply.",True
156,nn,Hey Cheryl! Can you tell us a little more about what's going on? What device and OS/versions of Spotify are you using? Let us know /TF,5,1,4,2,1,"The candidate reply is completely irrelevant to the customer's request to add music, instead asking for technical device details unrelated to the issue.",True
157,nn,Hey! We still don't have any info on this right now. Just continue keeping an eye out for any updates /RB,5,4,5,4,5,"The candidate reply is a verbatim match to the provided evidence, is factually grounded, maintains a friendly and concise tone, and provides a clear (albeit passive) next step, making it a safe and appropriate response for the platform.",True
158,nn,We can see how that’d be useful! We’d recommend suggesting it in our Community to get support from other fans: /WW,5,1,4,2,1,The candidate reply is completely irrelevant to the customer's clarification about the band 'Benediction' and incorrectly directs them to a community feature instead of addressing the misunderstanding or providing correct recommendations.,True
159,nn,Hey! We’re sorry to hear that. Check out for what to do next /NQ,5,5,5,5,5,"The candidate reply is nearly identical to the reference reply, correctly addressing the security issue with the appropriate empathetic tone and actionable link, despite a minor variation in the internal code suffix which does not impact the customer-facing quality.",True
0,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,2,4,2,2,"The reply is polite but fails to address the specific technical issue (link not working) with any of the provided troubleshooting steps (incognito, network check) or the reference's verification question, instead asking for unnecessary DMs which is not supported by the evidence.",True
1,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,2,4,3,2,"The candidate invents a troubleshooting step (asking for details to 'take a closer look') that contradicts the reference's intent to simply pass feedback to the product team, as the issue is a known design limitation rather than a technical error.",True
2,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,2,4,3,2,"The candidate invents a process (asking the customer to DM details) that contradicts the reference and evidence, which indicate the brand proactively sends DMs to the customer.",True
3,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,1,1,2,1,1,"The candidate reply is completely irrelevant to the customer's request for a playlist suggestion, invents a troubleshooting step (DM for details) not supported by the evidence or reference, and fails to address the actual issue.",True
4,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,2,4,2,2,"The reply is ungrounded because it requests a DM (not supported by evidence) and fails to address the specific issue of content removal, instead of providing the relevant troubleshooting steps or explanation found in the reference.",True
5,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,1,1,3,1,1,"The candidate reply is completely irrelevant to the customer's question about album availability, invents a request for DMs not supported by the evidence, and fails to provide the correct information or link found in the reference.",True
6,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,4,3,5,4,4,"The reply is friendly and actionable, asking for details via DM which aligns with the evidence, though it misses the specific opportunity to ask for the song title and country as done in the reference.",True
7,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,5,4,5,4,4,"The reply is grounded, friendly, and actionable, though it is slightly less specific than the reference by not explicitly requesting the account email/username.",True
8,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,5,2,4,2,2,"The reply is grounded and polite but fails to provide the direct solution (link to update payment) found in the reference and evidence, instead unnecessarily asking for more details via DM.",True
9,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,5,2,4,3,2,"The reply is grounded and polite but fails to address the likely service outage indicated by the reference reply, instead asking for unnecessary details that do not resolve the immediate issue.",True
10,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,5,4,5,4,4,"The reply is friendly, grounded, and actionable, though it slightly deviates from the specific request for an email/username found in the reference by asking for 'more details' generally.",True
